shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
3,28.0648925,-82.4145894,329
3,28.0648935,-82.4145271,330
3,28.0648954,-82.4143821,331
3,28.0648947,-82.4142647,332
3,28.0648964,-82.4138957,333
3,28.0648118,-82.4138993,334
3,28.0644665,-82.413914,335
3,28.0644354,-82.4139737,336
3,28.064355,-82.4140313,337
3,28.0642816,-82.4140394,338
3,28.0642236,-82.4140139,339
3,28.0642239,-82.4139482,340
3,28.0642248,-82.4137255,341
3,28.0642875,-82.4137242,342
3,28.0642789,-82.4137326,343
