Number,Name,lat,Latitude,lon,Longitude,OSM Node ID,A_Sequence,B_Sequence,C_Sequence,D_Sequence,E_Sequence,F_Sequence,Comment,,,
813,Oak Ramble,28.0804497,28.0804497,-82.4113221,-82.4113221,456529256,,,22,,,,
801,Rocky's,28.0723004,28.0723004,-82.409827,-82.4098270,456529952,,,19,,,,
807,The Claw,28.0770798,28.0770798,-82.4099381,-82.4099381,456529953,,,21,,,,
803,Fairway One,28.0749735,28.0749735,-82.4098576,-82.4098576,456529954,,,20,,,,
410,North Palm,28.0684296,28.0684260,-82.4130665,-82.4130960,456529956,,,18,,,,
240,Botanical Garden to Mall/MSC,28.05785,28.0578500,-82.4230895,-82.4230895,456546513,,,,22,,,
241,Botanical Garden to ADM,28.0578407,28.0578407,-82.4228062,-82.4228062,456546518,,,,13,,,
209,Science Center,28.0603432,28.0603432,-82.4176764,-82.4176764,1041573056,,,,,16,,
214,Juniper-Poplar,28.0601447,28.0601447,-82.4177718,-82.4177718,1041573063,9,,,,,,
304,Parking & Transportation,28.0650025,28.0650025,-82.416544,-82.4165440,614927951,,,,3,,,
303,Fine Arts Studio,28.0648208,28.0648208,-82.4163448,-82.4163448,614943558,,15,,32,,,
306,Central Receiving,28.0655001,28.0655001,-82.4177664,-82.4177664,614968216,,,,4,,,
238,47T east,28.0579898,28.0579898,-82.4215107,-82.4215107,1055080239,,,,14,,,
239,47T west,28.0581555,28.0581555,-82.4215321,-82.4215321,1055080251,,,,21,,,
221,PCD I,28.0638645,28.0636657,-82.418921,-82.4189217,1055102500,,,,,19,,
222,PCD II,28.0638645,28.0637414,-82.4189853,-82.4189781,1055102515,7,,,,,,
315,Holly at USF Health Drive,28.0659877,28.0659877,-82.4233507,-82.4233507,1055308052,,,,28,,,
342,COPH,28.0672309,28.0672309,-82.4249241,-82.4249241,1055700574,,10,,,,,
11903,Holly Drive @ 50th (eastbound),28.0662779,28.0662779,-82.402486,-82.4024860,652203688,,,,,,5,No ID tag
