shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
2,28.0665871,-82.4132141,165
2,28.066976,-82.4132153,166
2,28.0670641,-82.4132129,167
2,28.0671289,-82.41321,168
2,28.06713,-82.4132128,169
2,28.0675549,-82.4132121,170
2,28.0676727,-82.4132114,171
2,28.0677746,-82.4132061,172
2,28.0678922,-82.4132,173
2,28.0684147,-82.413192,174
2,28.0684296,-82.4131995,175
2,28.0689577,-82.4131902,176
2,28.0690475,-82.4131939,177
2,28.0690475,-82.4130785,178
2,28.0690439,-82.4126112,179
2,28.0690428,-82.4099699,180
2,28.0690475,-82.4098706,181
2,28.0691729,-82.4098706,182
2,28.0692415,-82.40987,183
2,28.0695433,-82.4098673,184
2,28.0697693,-82.4098702,185
2,28.0702023,-82.4098757,186
2,28.070601,-82.409883,187
2,28.071162,-82.409888,188
2,28.0714139,-82.4098907,189
2,28.0718493,-82.4098953,190
2,28.0722018,-82.4099028,191
2,28.0723004,-82.409957,192
2,28.0723019,-82.4099049,193
2,28.0724746,-82.4099086,194
2,28.0726218,-82.4099125,195
2,28.0729702,-82.4099169,196
2,28.0732164,-82.4099221,197
2,28.0737504,-82.4099333,198
2,28.0748078,-82.4099556,199
2,28.074876,-82.409957,200
2,28.0749735,-82.4099896,201
2,28.076317,-82.409987,202
2,28.0767628,-82.409998,203
2,28.0770798,-82.4100291,204
2,28.0779,-82.4100261,205
2,28.0793006,-82.4100878,206
2,28.0793649,-82.4100907,207
2,28.0802117,-82.4101029,208
2,28.0802946,-82.4101539,209
2,28.0803419,-82.410237,210
2,28.0803585,-82.4103175,211
2,28.0803397,-82.4113221,212
2,28.080384,-82.411517,213
2,28.0803827,-82.4116439,214
2,28.0803466,-82.4126525,215
2,28.0803703,-82.4128066,216
2,28.0803774,-82.4133108,217
2,28.0803803,-82.4141866,218
2,28.079605,-82.414159,219
2,28.079382,-82.414151,220
2,28.0784997,-82.4141035,221
2,28.0784263,-82.4140955,222
2,28.0782938,-82.414121,223
2,28.0773283,-82.4140526,224
2,28.0762734,-82.4140481,225
2,28.0760381,-82.4140481,226
2,28.0743179,-82.4140203,227
2,28.0743012,-82.4140204,228
2,28.0739722,-82.4140151,229
2,28.0733152,-82.4140132,230
2,28.0728362,-82.4140065,231
2,28.072378,-82.414,232
2,28.0720765,-82.4140004,233
2,28.0719842,-82.4139992,234
2,28.0718967,-82.413999,235
2,28.0715264,-82.4139975,236
2,28.0702589,-82.4139866,237
2,28.0693046,-82.413982,238
2,28.0691753,-82.4139824,239
2,28.0690546,-82.4139851,240
2,28.0690475,-82.4131939,241
2,28.0689577,-82.4131902,242
2,28.0684147,-82.413192,243
2,28.0721565,-82.4140004,244
2,28.0678922,-82.4132,245
2,28.0677746,-82.4132061,246
2,28.0676727,-82.4132114,247
2,28.0675549,-82.4132121,248
2,28.0671448,-82.4132054,249
2,28.06713,-82.4132128,250
2,28.0670641,-82.4132129,251
2,28.066976,-82.4132153,252
2,28.0665871,-82.4132141,253
2,28.0663121,-82.4132133,254
2,28.0658358,-82.413212,255
2,28.065742,-82.4132162,256
2,28.0656663,-82.4132162,257
2,28.065154,-82.4132176,258
2,28.0648964,-82.4138957,259
2,28.0648118,-82.4138993,260
2,28.0644665,-82.413914,261
2,28.0644354,-82.4139737,262
2,28.064355,-82.4140313,263
2,28.0642816,-82.4140394,264
2,28.0642236,-82.4140139,265
2,28.0642239,-82.4139482,266
2,28.0642248,-82.4137255,267
2,28.0642875,-82.4137242,268
2,28.0642789,-82.4137326,269
