shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,28.0688106,-82.4233954,136
1,28.0687919,-82.4229115,137
1,28.0690712,-82.4228954,138
1,28.0690664,-82.4217126,139
1,28.0690688,-82.4209615,140
1,28.0690617,-82.4205914,141
1,28.0690641,-82.4204761,142
1,28.0677139,-82.4204809,143
1,28.0661235,-82.4204813,144
1,28.0660317,-82.4204813,145
1,28.0660347,-82.4203542,146
1,28.0660287,-82.4191236,147
1,28.066035,-82.4190574,148
1,28.0660317,-82.4189449,149
1,28.0660291,-82.4188595,150
1,28.0660241,-82.418696,151
1,28.0660014,-82.4185415,152
1,28.0659332,-82.4183612,153
1,28.065804,-82.418131,154
1,28.0656833,-82.4180179,155
1,28.0656169,-82.417969,156
1,28.0655218,-82.4179063,157
1,28.065466,-82.4178692,158
1,28.0654859,-82.4178804,159
1,28.0653552,-82.4177862,160
1,28.065181,-82.4175973,161
1,28.065051,-82.41737,162
1,28.0649765,-82.4172369,163
1,28.064938,-82.4171059,164
1,28.0649159,-82.4170309,165
1,28.064893,-82.41681,166
1,28.0648931,-82.4166852,167
1,28.0648925,-82.4165662,168
1,28.0648932,-82.4164449,169
1,28.0648908,-82.4163448,170
1,28.0648938,-82.4162826,171
1,28.0648944,-82.4161272,172
1,28.0648964,-82.4155608,173
1,28.0648951,-82.4153359,174
1,28.0648934,-82.4150247,175
1,28.0648936,-82.4147197,176
1,28.0648892,-82.4146675,177
1,28.0648925,-82.4145894,178
1,28.0648935,-82.4145271,179
1,28.0648954,-82.4143821,180
1,28.0648947,-82.4142647,181
1,28.0649064,-82.4138957,182
1,28.0648218,-82.4138993,183
1,28.0644765,-82.413914,184
1,28.0644354,-82.4139737,185
1,28.064355,-82.4140313,186
1,28.0642816,-82.4140394,187
1,28.0642236,-82.4140139,188
