shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
0,28.0656069,-82.417969,62
0,28.0656733,-82.4180179,63
0,28.065794,-82.418131,64
0,28.0659232,-82.4183612,65
0,28.0659914,-82.4185415,66
0,28.0660141,-82.418696,67
0,28.0660191,-82.4188595,68
0,28.0660217,-82.4189449,69
0,28.0659679,-82.4189449,70
0,28.0654344,-82.4189452,71
0,28.0653549,-82.4189453,72
0,28.0650202,-82.4189455,73
0,28.0648885,-82.4189456,74
0,28.0648507,-82.4189462,75
0,28.0645052,-82.4189473,76
0,28.0642155,-82.4189482,77
0,28.0641918,-82.4189483,78
0,28.064179,-82.419,79
0,28.064158,-82.4190282,80
0,28.0641434,-82.4190394,81
0,28.0641058,-82.4190523,82
0,28.0640654,-82.419046,83
0,28.064035,-82.419025,84
0,28.0640183,-82.4190024,85
0,28.0640063,-82.4189681,86
0,28.0640043,-82.4189492,87
0,28.06398,-82.4189492,88
0,28.0639279,-82.4189492,89
0,28.0638971,-82.4189489,90
0,28.0638645,-82.4189503,91
0,28.0637954,-82.4189479,92
0,28.0637587,-82.4189481,93
0,28.0632269,-82.4189523,94
0,28.063144,-82.418951,95
0,28.0627573,-82.4189449,96
0,28.0626664,-82.4190307,97
0,28.0626361,-82.4191251,98
0,28.0626141,-82.4192197,99
0,28.0626137,-82.4194023,100
0,28.0626286,-82.4195285,101
0,28.0626315,-82.4195624,102
0,28.0625626,-82.4195096,103
0,28.0622685,-82.4194291,104
0,28.0620081,-82.4194077,105
0,28.0617714,-82.419413,106
0,28.0615064,-82.4194613,107
0,28.0612455,-82.4195959,108
0,28.0611341,-82.4196607,109
0,28.0610937,-82.4195863,110
0,28.0610735,-82.4195491,111
0,28.0610432,-82.4194719,112
0,28.061028,-82.4193946,113
0,28.061028,-82.4191764,114
0,28.061028,-82.4184934,115
0,28.061028,-82.41809,116
0,28.0609978,-82.417987,117
0,28.0609675,-82.4179012,118
0,28.060922,-82.4178239,119
0,28.0608614,-82.4177639,120
0,28.0607478,-82.417721,121
0,28.0603994,-82.417721,122
0,28.0601741,-82.4177218,123
0,28.0601447,-82.4177318,124
0,28.0595,-82.4177132,125
0,28.0592529,-82.417709,126
0,28.0591386,-82.4177073,127
0,28.0590284,-82.4177017,128
0,28.0581507,-82.4176948,129
0,28.0580866,-82.4176938,130
0,28.0580861,-82.4176277,131
0,28.0580899,-82.417233,132
0,28.0580636,-82.4167827,133
0,28.0580467,-82.416623,134
0,28.0580377,-82.4165384,135
0,28.0580181,-82.4163535,136
0,28.0579719,-82.416124,137
0,28.057928,-82.4159633,138
0,28.0578967,-82.4158758,139
0,28.0578742,-82.4158128,140
0,28.0578225,-82.4156875,141
0,28.0577023,-82.4154056,142
0,28.0575568,-82.4150706,143
0,28.0575265,-82.415002,144
0,28.057381,-82.414652,145
0,28.0572966,-82.4143149,146
0,28.0572531,-82.4140533,147
0,28.0572224,-82.4134684,148
0,28.0572235,-82.4133327,149
0,28.0572069,-82.4131004,150
0,28.0573536,-82.4130997,151
0,28.0580326,-82.4130964,152
0,28.0586688,-82.4130934,153
0,28.0589585,-82.4130824,154
0,28.0598532,-82.4130876,155
0,28.0599571,-82.4130871,156
0,28.0601587,-82.4130887,157
0,28.0608729,-82.4130856,158
0,28.0609107,-82.4130839,159
0,28.0609334,-82.4130856,160
0,28.0610705,-82.4130834,161
0,28.061116,-82.4131435,162
0,28.0611311,-82.4132207,163
0,28.061116,-82.4132979,164
0,28.0610705,-82.4133409,165
0,28.0609334,-82.4133516,166
0,28.060888,-82.4133516,167
0,28.0607591,-82.4133351,168
0,28.0602232,-82.4133381,169
0,28.0601581,-82.4133381,170
0,28.0600353,-82.4133385,171
0,28.059952,-82.4133385,172
0,28.0590457,-82.4133454,173
0,28.0573561,-82.4133319,174
0,28.0572335,-82.4133327,175
0,28.0572169,-82.4131004,176
0,28.0572075,-82.4129613,177
0,28.0572417,-82.4114377,178
0,28.0572342,-82.4109141,179
0,28.0571887,-82.4105279,180
0,28.0571582,-82.4099013,181
0,28.0571357,-82.4094722,182
0,28.0571205,-82.4092919,183
0,28.0570827,-82.4090774,184
0,28.0570378,-82.4089223,185
0,28.0570277,-82.4088784,186
0,28.0569881,-82.4087641,187
0,28.056942,-82.4086537,188
